height,sanctuary_reward,miner_subsidy,time
166834,1607,904,1577788209
166833,1260,709,1577787860
166832,,658,1577786039
166831,,1151,1577785418
166830,,1178,1577784929
166829,,1044,1577784837
166828,,658,1577784550
166827,,658,1577784542
166826,1170,658,1577783255
166825,,874,1577782502
166824,,658,1577782353
166823,,879,1577782241
166822,,693,1577781682
166821,,791,1577781503
166820,,822,1577780793
166819,,1331,1577780775
166818,2778,1562,1577780353
166817,2421,1361,1577780137
166816,1962,1104,1577780117
166815,1170,658,1577779989
166814,1170,658,1577778890
166813,1494,840,1577776427
166812,1480,832,1577776189
166811,1170,658,1577775805
166810,1170,658,1577775768
166809,1170,658,1577775243
166808,1170,658,1577774120
166807,,746,1577773791
166806,,846,1577773711
166805,,918,1577773478
166804,,1709,1577773355
166803,,1523,1577773184
166802,,1274,1577772994
166801,,658,1577772735
166800,1242,699,1577772657
166799,,1014,1577769002
166798,1834,1031,1577768725
166797,1471,827,1577768659
166796,1570,883,1577768588
166795,2485,1397,1577767897
166794,2522,1418,1577767544
166793,2209,1242,1577767531
166792,2362,1328,1577767170
166791,3560,2002,1577766906
166790,3276,1843,1577766595
166789,2979,1675,1577766300
166788,1859,1046,1577766281
166787,1336,751,1577766000
166786,2123,1194,1577763890
166785,,1538,1577763232
166784,2405,1353,1577763100
166783,,981,1577762894
166782,,658,1577762751
166781,1838,1034,1577762038
166780,,1166,1577760812
166779,,1177,1577760808
166778,,1064,1577760802
166777,,1789,1577760335
166776,,1651,1577760009
166775,,1520,1577759977
166774,,720,1577759547
166773,1758,989,1577759467
166772,,1449,1577757911
166771,,1427,1577757652
166770,2171,1221,1577757483
166769,1408,792,1577757326
166768,1913,1076,1577756864
166767,2452,1379,1577755894
166766,2231,1255,1577755652
166765,1788,1005,1577755467
166764,1768,994,1577755176
166763,2125,1195,1577754670
166762,2728,1534,1577753874
166761,,1209,1577753872
166760,2399,1349,1577753765
166759,,1731,1577753086
166758,,1509,1577753076
166757,,1285,1577752413
166756,,913,1577752243
166755,1170,658,1577752110
166754,,658,1577749655
166753,,789,1577748234
166752,,936,1577748052
166751,,1364,1577748002
166750,,1591,1577747994
166749,,1502,1577747872
166748,,1495,1577747792
166747,,1220,1577747538
166746,2371,1334,1577746876
166745,1846,1038,1577746297
166744,2373,1335,1577746064
166743,2191,1232,1577745214
166742,2083,1171,1577745177
166741,1612,906,1577744605
166740,1775,998,1577744265
166739,2513,1413,1577743613
166738,3165,1780,1577743293
166737,,1618,1577743261
166736,,1276,1577743156
166735,1170,658,1577743115
166734,1262,710,1577742254
166733,,1344,1577740784
166732,,1282,1577740756
166731,,1329,1577740511
166730,,679,1577740266
166729,1380,776,1577740254
166728,2005,1128,1577738917
166727,,1488,1577738750
166726,2644,1487,1577738478
166725,,1185,1577738365
166724,2290,1288,1577738251
166723,3384,1904,1577737644
166722,3333,1875,1577737251
166721,3171,1784,1577737227
166720,1973,1109,1577737148
166719,2238,1259,1577737106
166718,3357,1888,1577735507
166717,3167,1781,1577735458
166716,2952,1660,1577735396
166715,2566,1443,1577735347
166714,2125,1195,1577735197
166713,1170,658,1577733581
166712,1223,688,1577733309
166711,1310,736,1577731013
166710,1527,859,1577730877
166709,1825,1027,1577730225
166708,2991,1682,1577730221
166707,2596,1460,1577730206
166706,2181,1227,1577730160
166705,1359,764,1577729584
166704,1170,658,1577729513
166703,1186,667,1577727469
166702,1412,794,1577726592
166701,1606,903,1577726332
166700,1936,1089,1577726155
166699,2938,1652,1577725851
166698,2914,1639,1577725698
166697,2622,1475,1577725567
166696,2895,1628,1577725442
166695,3737,2102,1577725110
166694,3504,1971,1577724565
166693,3106,1747,1577724536
166692,2173,1222,1577724447
166691,2432,1368,1577723832
166690,2743,1543,1577722273
166689,3107,1747,1577722181
166688,3752,2110,1577722040
166687,3491,1963,1577721995
166686,3123,1756,1577721987
166685,1693,952,1577721353
166684,2520,1417,1577721110
166683,,1387,1577718836
166682,2504,1408,1577718637
166681,,993,1577718543
166680,1706,960,1577718120
166679,1716,965,1577717172
166678,2016,1134,1577716990
166677,2159,1214,1577716143
166676,,1324,1577716077
166675,3580,2014,1577716044
166674,3342,1879,1577715590
166673,2956,1662,1577715556
166672,1307,735,1577715502
166671,2097,1180,1577715337
166670,2512,1413,1577713251
166669,2477,1393,1577713049
166668,1820,1023,1577712745
166667,1542,867,1577712654
166666,1170,658,1577711974
166665,,715,1577710995
166664,,658,1577710246
166663,1170,658,1577710204
166662,,795,1577709298
166661,,987,1577709188
166660,,1239,1577709011
166659,,1117,1577708579
166658,,1115,1577708503
166657,2242,1261,1577708215
166656,2578,1450,1577707675
166655,,1453,1577707297
166654,2679,1507,1577707273
166653,2743,1543,1577706850
166652,,1290,1577706411
166651,1852,1041,1577706097
166650,1201,675,1577705583
166649,1170,658,1577704823
166648,1170,658,1577703494
166647,1170,658,1577703061
166646,1496,841,1577702139
166645,1433,806,1577702068
166644,1855,1043,1577702057
166643,1665,937,1577701487
166642,1676,943,1577701418
166641,,1035,1577700979
166640,,1439,1577700576
166639,2320,1305,1577700296
166638,,1093,1577700093
166637,,658,1577699727
166636,1223,688,1577699373
166635,1170,658,1577698123
166634,,962,1577697585
166633,,947,1577697385
166632,,1094,1577697235
166631,,864,1577696677
166630,,721,1577696626
166629,,658,1577695987
166628,,1313,1577695416
166627,2187,1230,1577695125
166626,1987,1118,1577694960
166625,1170,658,1577694640
166624,1501,844,1577694572
166623,1904,1071,1577693254
166622,1918,1079,1577692969
166621,2283,1284,1577692879
166620,2935,1651,1577692744
166619,2885,1623,1577692292
166618,2418,1360,1577692097
166617,,1435,1577692025
166616,3227,1815,1577691468
166615,,1597,1577690816
166614,,1319,1577690702
166613,,687,1577690550
166612,1875,1054,1577689820
166611,,779,1577688071
166610,1227,690,1577687907
166609,,658,1577687214
166608,1170,658,1577687075
166607,,658,1577685681
166606,1170,658,1577685316
166605,1170,658,1577684934
166604,1170,658,1577684765
166603,,658,1577684225
166602,1170,658,1577684203
166601,1208,679,1577683594
166600,1541,866,1577683046
166599,1476,830,1577682969
166598,1656,931,1577682860
166597,2905,1634,1577682391
166596,2813,1582,1577682301
166595,2497,1404,1577682148
166594,1289,725,1577681850
166593,2045,1150,1577681775
166592,2207,1241,1577680412
166591,2247,1264,1577679936
166590,1270,714,1577679911
166589,1672,940,1577679719
166588,2088,1174,1577678683
166587,2326,1308,1577678485
166586,2548,1433,1577678062
166585,,1898,1577678051
166584,,2007,1577677950
166583,,1910,1577677811
166582,,1724,1577677740
166581,2552,1435,1577677572
166580,1570,883,1577676558
166579,,1039,1577675696
166578,2009,1130,1577673690
166577,1779,1000,1577673628
166576,2044,1150,1577673593
166575,2362,1328,1577672768
166574,1983,1115,1577672608
166573,1636,920,1577672407
166572,1779,1001,1577671783
166571,2614,1470,1577671434
166570,3045,1713,1577670916
166569,,1660,1577670834
166568,2174,1223,1577670831
166567,2923,1644,1577670706
166566,,1840,1577669867
166565,3114,1751,1577669512
166564,3093,1739,1577669407
166563,2650,1491,1577669298
166562,,1639,1577668498
166561,,1385,1577667896
166560,,2007,1577667851
166559,,1890,1577667169
166558,,1817,1577667098
166557,,1234,1577666872
166556,,1380,1577666713
166555,,1665,1577665141
166554,3234,1819,1577665096
166553,3662,2060,1577664870
166552,3417,1922,1577664784
166551,3084,1735,1577664773
166550,2404,1352,1577664039
166549,2210,1243,1577663744
166548,2545,1431,1577662591
166547,2368,1332,1577661888
166546,1852,1042,1577661706
166545,,665,1577661273
166544,1380,776,1577660682
166543,,1527,1577659822
166542,,1382,1577659613
166541,,1134,1577659571
166540,,658,1577659367
166539,1170,658,1577659273
166538,,667,1577657451
166537,,695,1577656733
166536,,802,1577656555
166535,,1601,1577656287
166534,,1389,1577656170
166533,,1136,1577655926
166532,,658,1577655873
166531,1170,658,1577655664
166530,1359,764,1577652358
166529,1525,857,1577652334
166528,2161,1215,1577652236
166527,2991,1682,1577651933
166526,2597,1460,1577651927
166525,2182,1227,1577651882
166524,1170,658,1577651683
166523,1174,660,1577651031
166522,1194,671,1577649191
166521,1612,907,1577648928
166520,,1040,1577648261
166519,,1073,1577648257
166518,2967,1669,1577648070
166517,,1636,1577647762
166516,,1701,1577647599
166515,,1182,1577647414
166514,2776,1561,1577647385
166513,,1333,1577646233
166512,,1437,1577646040
166511,,976,1577645475
166510,2243,1262,1577645346
166509,,944,1577644326
166508,1468,825,1577644142
166507,1170,658,1577643287
166506,1170,658,1577643157
166505,1170,658,1577641621
166504,1170,658,1577641418
166503,2085,1173,1577641155
166502,2379,1338,1577640920
166501,1947,1095,1577640799
166500,1423,800,1577640772
166499,1170,658,1577640457
166498,1170,658,1577639436
166497,1170,658,1577637955
166496,1170,658,1577637502
166495,1170,658,1577637268
166494,1170,658,1577636704
166493,1361,766,1577636460
166492,2219,1248,1577636162
166491,2152,1210,1577636125
166490,2249,1265,1577635883
166489,1737,977,1577635782
166488,1821,1024,1577635455
166487,1879,1057,1577634532
166486,2903,1633,1577634465
166485,2953,1661,1577634145
166484,2819,1586,1577633800
166483,2420,1361,1577633788
166482,2317,1303,1577633603
166481,2121,1193,1577632439
166480,2486,1398,1577632147
166479,2387,1343,1577631926
166478,2442,1373,1577631176
166477,1865,1049,1577630967
166476,2746,1544,1577630925
166475,2668,1501,1577629912
166474,2352,1323,1577629852
166473,,1518,1577629664
166472,,1560,1577629246
166471,,1578,1577628569
166470,,1124,1577628431
166469,2623,1475,1577628283
166468,,1774,1577627322
166467,,1815,1577627218
166466,,1578,1577627032
166465,,1681,1577626954
166464,,2235,1577626397
166463,,2118,1577626093
166462,3422,1925,1577626027
166461,,1061,1577625946
166460,3065,1724,1577625639
166459,,1682,1577623480
166458,2652,1491,1577623456
166457,1998,1124,1577623265
166456,1170,658,1577623228
166455,1287,724,1577621633
166454,1973,1109,1577620511
166453,2108,1185,1577620355
166452,2514,1414,1577619982
166451,2412,1356,1577619963
166450,2389,1344,1577619766
166449,,1232,1577619059
166448,2465,1386,1577619012
166447,,1282,1577618457
166446,,1045,1577617817
166445,1170,658,1577617664
166444,1666,937,1577617204
166443,,1107,1577616023
166442,,1198,1577615880
166441,,1321,1577615814
166440,,1985,1577615618
166439,,1860,1577615570
166438,,1685,1577615549
166437,,1104,1577615459
166436,,1170,1577615214
166435,2208,1242,1577613424
166434,2208,1242,1577613235
166433,2930,1648,1577612862
166432,2991,1682,1577612530
166431,3392,1908,1577612410
166430,3167,1781,1577612136
166429,3161,1778,1577611947
166428,2946,1657,1577611432
166427,3326,1871,1577611174
166426,3067,1725,1577610479
166425,,1487,1577610222
166424,1785,1004,1577609831
166423,2287,1286,1577609321
166422,,1760,1577608166
166421,,1673,1577608094
166420,,1502,1577608039
166419,,1340,1577607708
166418,3368,1894,1577607350
166417,,1912,1577606644
166416,,1702,1577606545
166415,,1660,1577606456
166414,,1515,1577606130
166413,,1461,1577605082
166412,,804,1577604575
166411,1609,905,1577604511
166410,1827,1028,1577603156
166409,3061,1722,1577602745
166408,2877,1618,1577602743
166407,2628,1478,1577602715
166406,1758,989,1577602539
166405,1871,1052,1577602437
166404,2112,1188,1577600868
166403,1873,1053,1577600642
166402,2152,1210,1577600392
166401,,1498,1577599862
166400,,1477,1577599716
166399,2379,1338,1577599348
166398,,793,1577599063
166397,,900,1577598744
166396,,1401,1577597708
166395,,1619,1577597345
166394,,1487,1577597299
166393,,1179,1577597188
166392,,1123,1577596872
166391,,1262,1577596174
166390,2393,1346,1577595424
166389,2632,1480,1577595197
166388,3733,2099,1577595135
166387,3463,1948,1577594817
166386,3160,1777,1577594760
166385,2405,1353,1577594665
166384,1618,910,1577594594
166383,2214,1245,1577592063
166382,2551,1435,1577590875
166381,2734,1538,1577590765
166380,2933,1649,1577590715
166379,3820,2149,1577590636
166378,3754,2111,1577590387
166377,,2010,1577590310
166376,,1647,1577590187
166375,3368,1894,1577589955
166374,,2109,1577588654
166373,,2045,1577588589
166372,,1951,1577588549
166371,,1782,1577587982
166370,,1465,1577587652
166369,,1581,1577586783
166368,2990,1681,1577586102
166367,,2163,1577585788
166366,,2123,1577585587
166365,,2081,1577585584
166364,,1618,1577585232
166363,,1747,1577585186
166362,3909,2199,1577583881
166361,3828,2153,1577583728
166360,3639,2047,1577583691
166359,3404,1915,1577583635
166358,3406,1916,1577583164
166357,3403,1914,1577582035
166356,2914,1639,1577581903
166355,2703,1520,1577581524
166354,1895,1066,1577580625
166353,,1196,1577580204
166352,2903,1633,1577579153
166351,2650,1490,1577579027
166350,,1277,1577578682
166349,,784,1577578367
166348,1170,658,1577578149
166347,1280,720,1577576548
166346,,959,1577575721
166345,2025,1139,1577575665
166344,,945,1577575356
166343,1347,757,1577575184
166342,1601,900,1577574813
166341,,1046,1577574216
166340,,1127,1577573617
166339,,1345,1577573605
166338,3483,1959,1577573448
166337,3130,1761,1577573301
166336,2699,1518,1577573272
166335,2036,1145,1577573169
166334,1797,1010,1577572631
166333,1539,865,1577570464
166332,1218,685,1577569990
166331,1545,869,1577569537
166330,1538,865,1577568824
166329,,774,1577568489
166328,,803,1577568202
166327,1636,920,1577567870
166326,2690,1513,1577567269
166325,2735,1538,1577567230
166324,2658,1495,1577567189
166323,,1128,1577567050
166322,2332,1311,1577566990
166321,,1457,1577565849
166320,,1337,1577565607
166319,,1303,1577565426
166318,,1463,1577564955
166317,,1815,1577564562
166316,,1848,1577564292
166315,2944,1656,1577564127
166314,2539,1428,1577563851
166313,1253,705,1577563489
166312,1585,891,1577562520
166311,1707,960,1577560502
166310,2028,1141,1577560377
166309,1896,1066,1577559972
166308,1965,1105,1577559707
166307,1703,958,1577559415
166306,2612,1469,1577558965
166305,,1358,1577558545
166304,2454,1380,1577558447
166303,1787,1005,1577557989
166302,2234,1256,1577557836
166301,2196,1235,1577556936
166300,2080,1170,1577556651
166299,1885,1060,1577556225
166298,2795,1572,1577556014
166297,3185,1791,1577555499
166296,2786,1567,1577555295
166295,2377,1337,1577555223
166294,1690,950,1577555019
166293,1213,682,1577554096
166292,1170,658,1577552714
166291,1398,786,1577552059
166290,1395,785,1577551246
166289,1601,900,1577551071
166288,1606,903,1577550982
166287,1890,1063,1577550379
166286,1785,1004,1577550047
166285,2564,1442,1577550044
166284,2704,1521,1577549456
166283,2317,1303,1577549294
166282,2878,1619,1577549156
166281,3597,2023,1577548813
166280,3348,1883,1577548427
166279,2961,1665,1577548262
166278,1531,861,1577548236
166277,2231,1254,1577547564
166276,2315,1302,1577545978
166275,2782,1565,1577545633
166274,,1521,1577545401
166273,,1638,1577545398
166272,,2075,1577544754
166271,,2073,1577544750
166270,,2104,1577544628
166269,,1855,1577544475
166268,,2310,1577544404
166267,,2223,1577543567
166266,3719,2092,1577543508
166265,2694,1515,1577543290
166264,2621,1474,1577543019
166263,3407,1916,1577541074
166262,3338,1878,1577540352
166261,3268,1838,1577540306
166260,3654,2055,1577540238
166259,3457,1944,1577540052
166258,3096,1741,1577539145
166257,,1104,1577539098
166256,2489,1400,1577538957
166255,,1496,1577537018
166254,,1217,1577536879
166253,1650,928,1577536726
166252,,833,1577536114
166251,1806,1016,1577535429
166250,,1135,1577534627
166249,,1466,1577534494
166248,,1794,1577534475
166247,3227,1815,1577534087
166246,,1617,1577534009
166245,2482,1396,1577533902
166244,1352,760,1577533244
166243,,746,1577532385
166242,1598,898,1577530937
166241,2439,1372,1577530274
166240,2699,1518,1577530260
166239,2552,1435,1577530208
166238,2580,1451,1577530190
166237,2765,1555,1577529833
166236,3139,1765,1577529206
166235,2806,1578,1577529049
166234,2373,1335,1577528852
166233,,660,1577528206
166232,,658,1577527816
166231,,1024,1577525393
166230,,973,1577525263
166229,,1080,1577524816
166228,1210,681,1577524536
166227,1170,658,1577524518
166226,,658,1577523379
166225,,864,1577523087
166224,,1022,1577522470
166223,,1105,1577522294
166222,,1224,1577522259
166221,,1945,1577522256
166220,,1776,1577522067
166219,,1571,1577521950
166218,1389,781,1577521839
166217,1699,955,1577521750
166216,2074,1167,1577518398
166215,2437,1370,1577518311
166214,3095,1741,1577517974
166213,3039,1709,1577517892
166212,3475,1955,1577517716
166211,3365,1893,1577517558
166210,3030,1704,1577517270
166209,,1382,1577516652
166208,,882,1577516567
166207,1852,1042,1577515357
166206,,1155,1577513976
166205,2655,1493,1577513926
166204,,1868,1577513710
166203,3168,1782,1577513686
166202,,1600,1577513390
166201,1912,1075,1577513316
166200,,1230,1577512811
166199,,1357,1577511501
166198,,1572,1577511289
166197,,2046,1577511013
166196,,1900,1577511007
166195,3361,1891,1577510909
166194,2452,1379,1577510597
166193,3060,1721,1577510306
166192,2479,1394,1577509048
166191,2305,1297,1577508976
166190,1414,795,1577508037
166189,2364,1330,1577507992
166188,2514,1414,1577506778
166187,2095,1178,1577506615
166186,1339,753,1577506550
166185,1909,1074,1577506111
166184,2289,1287,1577505220
166183,2468,1388,1577504801
166182,2629,1479,1577504788
166181,3631,2042,1577504768
166180,3653,2055,1577504307
166179,3362,1891,1577504270
166178,2082,1171,1577504188
166177,2275,1279,1577503902
166176,,1936,1577502523
166175,,1840,1577502095
166174,,1734,1577502013
166173,,987,1577501951
166172,,1345,1577501750
166171,,1248,1577500097
166170,3008,1692,1577499926
166169,2885,1623,1577499611
166168,2925,1645,1577499470
166167,3249,1828,1577498992
166166,3159,1777,1577498973
166165,3049,1715,1577498313
166164,2082,1171,1577497978
166163,2342,1317,1577497898
166162,2848,1602,1577496653
166161,,1802,1577496309
166160,,2005,1577496220
166159,,1878,1577496202
166158,,1746,1577496146
166157,2426,1365,1577495421
166156,2520,1417,1577495116
166155,,1369,1577494172
166154,2567,1444,1577493494
166153,,1557,1577493168
166152,,2161,1577493106
166151,,2028,1577492717
166150,,1836,1577492605
166149,,1074,1577492555
166148,2600,1462,1577492484
166147,2678,1506,1577489998
166146,2675,1505,1577489728
166145,2238,1259,1577489458
166144,2061,1159,1577489266
166143,2213,1245,1577488447
166142,2439,1372,1577488001
166141,3617,2034,1577487636
166140,3344,1881,1577487618
166139,3025,1702,1577487419
166138,1978,1112,1577487374
166137,1800,1012,1577487190
166136,,1154,1577485095
166135,,1468,1577484414
166134,,1577,1577484169
166133,3444,1937,1577484147
166132,,1722,1577484083
166131,3333,1874,1577483953
166130,,1484,1577483372
166129,3487,1961,1577483262
166128,,1889,1577482412
166127,,2032,1577482396
166126,,1795,1577481988
166125,,1670,1577481850
166124,2089,1175,1577481012
166123,,1553,1577480682
166122,3011,1693,1577479563
166121,3285,1848,1577479381
166120,3078,1731,1577479283
166119,3189,1793,1577479138
166118,2853,1605,1577478501
166117,3001,1688,1577478236
166116,3805,2140,1577477674
166115,3843,2161,1577477532
166114,3678,2069,1577477302
166113,,1748,1577477066
166112,2513,1413,1577477014
166111,,1299,1577475717
166110,,1898,1577474792
166109,,1818,1577474421
166108,3201,1800,1577474301
166107,,1388,1577473982
166106,2762,1553,1577473860
166105,,1946,1577472682
166104,3595,2022,1577472638
166103,,1990,1577472565
166102,,1725,1577472127
166101,,1454,1577471990
166100,,1985,1577471267
166099,,1999,1577470575
166098,3393,1909,1577470400
166097,2741,1542,1577470256
166096,2317,1303,1577470218
166095,2710,1524,1577468834
166094,2939,1653,1577468277
166093,2910,1636,1577468083
166092,2569,1445,1577467587
166091,2294,1290,1577467439
166090,3148,1771,1577466945
166089,3360,1890,1577466273
166088,3201,1801,1577466224
166087,2959,1664,1577466079
166086,2706,1522,1577465920
166085,2663,1498,1577465047
166084,2018,1135,1577464411
166083,2784,1566,1577464142
166082,3118,1754,1577463484
166081,3174,1785,1577463227
166080,2749,1546,1577463027
166079,2504,1408,1577462948
166078,3201,1800,1577462206
166077,3343,1880,1577461720
166076,3331,1873,1577461534
166075,2429,2429,1577461342
166074,2315,2315,1577461126
166073,2150,2150,1577460512
166072,2477,2477,1577460162
166071,2808,2808,1577459503
166070,2821,2821,1577459397
166069,2658,2658,1577459326
166068,2404,2404,1577459193
166067,1955,1955,1577458587
166066,1942,1942,1577457720
166065,2578,2578,1577456965
166064,2555,2555,1577456685
166063,,2442,1577456337
166062,,1871,1577456216
166061,2368,2368,1577456034
166060,,2630,1577454839
166059,,2636,1577454756
166058,,2238,1577454740
166057,,2285,1577454657
166056,2010,2010,1577453782
166055,,2198,1577453141
166054,,2078,1577452562
166053,,2570,1577452517
166052,,2723,1577451858
166051,2687,2687,1577451825
166050,2588,2588,1577451709
166049,2508,2508,1577451299
166048,2347,2347,1577450764
166047,2076,2076,1577450187
166046,1743,1743,1577449548
166045,869,869,1577449049
166044,1217,1217,1577448084
166043,1150,1150,1577444113
166042,1301,1301,1577443984
166041,1174,1174,1577443756
166040,,1522,1577443421
166039,,1641,1577442859
166038,,2197,1577442834
166037,2199,2199,1577442557
166036,,2084,1577442271
166035,,1478,1577442091
166034,,1641,1577441790
166033,,2448,1577440769
166032,,2382,1577440665
166031,2295,2295,1577440519
166030,1728,1728,1577440351
166029,2099,2099,1577440144
166028,,2287,1577438962
166027,,2198,1577438840
166026,2014,2014,1577438583
166025,1994,1994,1577438190
166024,2690,2690,1577437741
166023,2618,2618,1577437395
166022,2415,2415,1577437207
166021,2110,2110,1577436990
166020,2144,2144,1577436773
166019,2378,2378,1577435497
166018,2005,2005,1577435223
166017,1677,1677,1577435184
166016,,874,1577434306
166015,,1718,1577433869
166014,,1612,1577432648
166013,,1591,1577432448
166012,953,953,1577432305
166011,,1123,1577432096
166010,,1443,1577430852
166009,,2057,1577430802
166008,,2022,1577430667
166007,,1955,1577430505
166006,,1896,1577430226
166005,,2162,1577429984
166004,,2302,1577429270
166003,2043,2043,1577429102
166002,2130,2130,1577428942
166001,2015,2015,1577428377
166000,2083,2083,1577427928
165999,1893,1893,1577427401
165998,2027,2027,1577427208
165997,2787,2787,1577426582
165996,2707,2707,1577426521
165995,2509,2509,1577426394
165994,1574,1574,1577426096
165993,,2280,1577425948
165992,,2457,1577424516
165991,,2311,1577424156
165990,,1714,1577424098
165989,,1422,1577424068
165988,,2204,1577422836
165987,,2046,1577422246
165986,,2225,1577422159
165985,,1827,1577421890
165984,,1822,1577421753
165983,,1307,1577420699
165982,1703,1703,1577420576
165981,2104,2104,1577419747
165980,2259,2259,1577419467
165979,2110,2110,1577419397
165978,2411,2411,1577419160
165977,2260,2260,1577418765
165976,2267,2267,1577418409
165975,2516,2516,1577417953
165974,2278,2278,1577417896
165973,1989,1989,1577417097
165972,1099,1099,1577416804
165971,1155,1155,1577416656
165970,1419,1419,1577412934
165969,,1576,1577412658
165968,,2178,1577412579
165967,,2271,1577412199
165966,,2498,1577412190
165965,,2030,1577412078
165964,2389,2389,1577412001
165963,,2367,1577411172
165962,,2634,1577411036
165961,2384,2384,1577410554
165960,,2329,1577410433
165959,1971,1971,1577409910
165958,,2414,1577409471
165957,,2346,1577408641
165956,,2410,1577408594
165955,,2148,1577408180
165954,2068,2068,1577407865
165953,1870,1870,1577407199
165952,2382,2382,1577406800
165951,2555,2555,1577406254
165950,2630,2630,1577406128
165949,2445,2445,1577405932
165948,2299,2299,1577405767
165947,2693,2693,1577405121
165946,2957,2957,1577404756
165945,,2879,1577404602
165944,,2646,1577404312
165943,,2231,1577404212
165942,2953,2953,1577403630
165941,,2790,1577402673
165940,2514,2514,1577402639
165939,,1376,1577402442
165938,2385,2385,1577402069
165937,,2133,1577400100
165936,,1811,1577399997
165935,,945,1577399737
165934,992,992,1577399507
165933,,1321,1577395708
165932,,1286,1577395278
165931,,1301,1577394961
165930,1402,1402,1577394790
165929,1701,1701,1577394438
165928,1879,1879,1577393874
165927,2244,2244,1577393870
165926,2540,2540,1577393702
165925,2607,2607,1577393536
165924,2683,2683,1577393243
165923,2407,2407,1577393111
165922,2118,2118,1577392741
165921,1863,1863,1577392027
165920,,2729,1577391624
165919,,2558,1577390955
165918,,2302,1577390786
165917,,1165,1577390733
165916,,1328,1577390715
165915,,2062,1577387362
165914,,2018,1577387053
165913,,2217,1577387004
165912,,1693,1577386784
165911,,1784,1577386500
165910,,1561,1577385698
165909,,2502,1577385504
165908,,2276,1577384911
165907,2084,2084,1577384890
165906,1166,1166,1577384641
165905,1957,1957,1577384317
165904,1875,1875,1577382856
165903,1802,1802,1577382850
165902,1492,1492,1577382486
165901,1467,1467,1577382241
165900,1356,1356,1577381349
165899,1522,1522,1577380935
165898,1700,1700,1577380600
165897,,2345,1577380184
165896,,2417,1577380036
165895,,2460,1577379979
165894,,2169,1577379699
165893,2313,2313,1577379650
165892,2541,2541,1577378822
165891,2561,2561,1577378496
165890,2450,2450,1577378337
165889,2152,2152,1577377967
165888,2058,2058,1577377517
165887,2520,2520,1577376905
165886,2282,2282,1577376424
165885,2010,2010,1577376022
165884,891,891,1577375804
165883,1312,1312,1577375433
165882,1384,1384,1577372868
165881,1806,1806,1577372864
165880,1878,1878,1577372689
165879,1955,1955,1577372628
165878,1850,1850,1577372063
165877,1982,1982,1577371947
165876,2673,2673,1577371561
165875,2671,2671,1577371195
165874,2620,2620,1577371165
165873,1922,1922,1577371120
165872,2198,2198,1577371066
165871,2361,2361,1577369635
165870,2476,2476,1577369413
165869,2332,2332,1577369095
165868,2275,2275,1577368868
165867,2108,2108,1577368437
165866,2132,2132,1577367893
165865,2602,2602,1577367301
165864,2519,2519,1577367220
165863,,2573,1577366793
165862,2061,2061,1577366485
165861,2847,2847,1577366458
165860,,2659,1577365546
165859,,2402,1577365432
165858,1781,1781,1577365161
165857,1746,1746,1577365149
165856,1820,1820,1577362708
165855,1656,1656,1577362522
165854,1881,1881,1577362416
165853,2042,2042,1577361515
165852,2238,2238,1577361457
165851,2339,2339,1577361353
165850,2208,2208,1577360760
165849,,2273,1577360595
165848,,2363,1577360420
165847,2366,2366,1577359667
165846,,1828,1577359338
165845,,2294,1577359286
165844,,2604,1577358480
165843,,2652,1577358119
165842,,2306,1577358070
165841,,2041,1577357946
165840,2430,2430,1577357185
165839,2433,2433,1577356637
165838,,2244,1577356112
165837,,1807,1577355940
165836,1775,1775,1577355755
165835,,2000,1577354556
165834,1750,1750,1577354092
165833,1928,1928,1577353929
165832,1727,1727,1577353424
165831,2450,2450,1577353036
165830,2485,2485,1577352723
165829,2321,2321,1577352660
165828,1960,1960,1577352170
165827,1583,1583,1577352119
165826,1566,1566,1577351149
165825,,1803,1577350154
165824,,2087,1577350040
165823,2073,2073,1577349687
165822,,1825,1577349243
165821,2251,2251,1577349213
165820,2467,2467,1577348792
165819,,2294,1577348164
165818,,1759,1577348160
165817,2219,2219,1577348028
165816,2110,2110,1577347027
165815,,1961,1577346460
165814,,1231,1577346368
165813,1859,1859,1577346113
165812,,1890,1577344811
165811,,1980,1577344766
165810,2065,2065,1577344566
165809,2708,2708,1577344269
165808,2764,2764,1577343943
165807,2563,2563,1577343908
165806,2285,2285,1577343631
165805,1412,1412,1577343571
165804,1720,1720,1577342350
165803,1771,1771,1577340068
165802,1703,1703,1577339782
165801,1768,1768,1577339384
165800,1688,1688,1577339205
165799,1993,1993,1577338622
165798,1591,1591,1577338210
165797,2185,2185,1577338098
165796,,2163,1577337543
165795,,2522,1577337354
165794,,2172,1577337042
165793,2444,2444,1577336967
165792,,2506,1577336332
165791,,2706,1577336194
165790,,2612,1577335651
165789,,2301,1577335588
165788,,1967,1577335157
165787,2297,2297,1577334499
165786,2341,2341,1577333797
165785,2437,2437,1577333293
165784,2016,2016,1577333216
165783,1925,1925,1577332965
165782,1163,1163,1577332033
165781,1641,1641,1577331691
165780,1938,1938,1577330589
165779,2137,2137,1577330499
165778,1869,1869,1577330196
165777,1964,1964,1577330028
165776,2133,2133,1577329650
165775,2888,2888,1577329148
165774,2709,2709,1577329070
165773,2449,2449,1577329068
165772,1894,1894,1577328980
165771,1821,1821,1577328673
165770,1936,1936,1577326614
165769,,1474,1577326533
165768,1426,1426,1577325996
165767,,1016,1577325204
