height,sanctuary_reward,miner_subsidy,time
169614,2870,1614,1578998266
169613,,1672,1578997677
169612,,1282,1578997563
169611,,1386,1578997518
169610,2687,1511,1578996535
169609,,2041,1578996222
169608,3622,2037,1578996208
169607,,1887,1578996167
169606,2907,1635,1578996129
169605,2665,1499,1578996081
169604,1712,963,1578994549
169603,1911,1075,1578993896
169602,2103,1183,1578992647
169601,2376,1336,1578992631
169600,2533,1425,1578991948
169599,2157,1213,1578991811
169598,2018,1135,1578991715
169597,1627,915,1578990925
169596,1897,1067,1578990481
169595,2418,1360,1578989949
169594,2834,1594,1578989617
169593,,1702,1578989422
169592,,1802,1578989327
169591,,2162,1578989297
169590,,2255,1578989201
169589,,2149,1578989169
169588,,2005,1578988856
169587,2516,1415,1578988826
169586,2661,1497,1578987865
169585,2964,1667,1578986514
169584,,2178,1578986332
169583,3633,2044,1578986062
169582,3271,1840,1578985970
169581,1646,926,1578985734
169580,2920,1642,1578985385
169579,2679,1507,1578981654
169578,2617,1472,1578981360
169577,1170,658,1578981150
169576,1415,796,1578981099
169575,2238,1259,1578979407
169574,2575,1448,1578979378
169573,2293,1290,1578978988
169572,1641,923,1578978953
169571,1811,1018,1578978729
169570,2124,1195,1578977800
169569,2343,1318,1578977223
169568,3120,1755,1578977200
169567,3344,1881,1578977097
169566,3422,1925,1578976683
169565,2675,1505,1578976640
169564,3378,1900,1578976484
169563,3583,2015,1578975653
169562,3671,2065,1578975466
169561,3241,1823,1578975170
169560,2958,1663,1578975072
169559,3553,1998,1578974373
169558,3395,1909,1578973837
169557,3282,1846,1578973329
169556,1958,1101,1578973218
169555,2780,1564,1578972963
169554,2854,1605,1578971494
169553,3141,1766,1578971434
169552,2832,1593,1578970947
169551,2354,1324,1578970919
169550,2579,1450,1578970303
169549,2559,1439,1578969767
169548,3007,1691,1578969150
169547,2799,1574,1578968887
169546,2882,1621,1578968867
169545,2855,1606,1578968133
169544,3031,1705,1578967989
169543,,2163,1578967550
169542,,2174,1578967314
169541,,2067,1578967291
169540,,1705,1578967286
169539,,1935,1578967243
169538,,2027,1578965777
169537,,1765,1578965489
169536,3012,1694,1578965468
169535,,2231,1578964898
169534,,2117,1578964456
169533,,1968,1578964198
169532,,1280,1578964129
169531,,1446,1578964051
169530,2931,1648,1578961598
169529,3185,1791,1578961381
169528,3123,1756,1578961096
169527,2933,1650,1578960868
169526,2236,1257,1578960556
169525,2131,1198,1578959969
169524,3060,1721,1578959231
169523,3313,1863,1578958920
169522,2992,1683,1578958570
169521,,1482,1578958481
169520,,1263,1578958346
169519,,658,1578957311
169518,,658,1578956239
169517,,842,1578953671
169516,,1112,1578953263
169515,,1378,1578953154
169514,,1290,1578953140
169513,,1163,1578952745
169512,,1070,1578952430
169511,,1575,1578952168
169510,,1701,1578951435
169509,,1544,1578951386
169508,,1570,1578951347
169507,,1942,1578950947
169506,3672,2065,1578950420
169505,3749,2109,1578950327
169504,3343,1880,1578950282
169503,2929,1647,1578949859
169502,2660,1496,1578949244
169501,2990,1682,1578948719
169500,2979,1675,1578947540
169499,2282,1283,1578947503
169498,2780,1564,1578947349
169497,,1795,1578946509
169496,,2021,1578946215
169495,,1777,1578946170
169494,,1735,1578946011
169493,,1360,1578945434
169492,,1388,1578945075
169491,,1076,1578943776
169490,2152,1210,1578943686
169489,,1859,1578942881
169488,,1786,1578942729
169487,,1607,1578942679
169486,,1278,1578942560
169485,2555,1437,1578942244
169484,,1515,1578940951
169483,,1626,1578940766
169482,3902,2194,1578940759
169481,3682,2071,1578940729
169480,3396,1910,1578940474
169479,2166,1218,1578940377
169478,2481,1395,1578940181
169477,2763,1554,1578937676
169476,3030,1704,1578937344
169475,3708,2086,1578937156
169474,3689,2075,1578937073
169473,,2129,1578936861
169472,,1925,1578936811
169471,,1729,1578936447
169470,2418,1360,1578935488
169469,2894,1628,1578935279
169468,,1675,1578933776
169467,,1243,1578933622
169466,2315,1302,1578933585
169465,3437,1933,1578932823
169464,3301,1857,1578932441
169463,,1722,1578932288
169462,2248,1264,1578932179
169461,2913,1638,1578931994
169460,2852,1604,1578930576
169459,2511,1412,1578930456
169458,3094,1740,1578930273
169457,2714,1526,1578929838
169456,2240,1260,1578929184
169455,1252,704,1578928893
169454,1357,763,1578928772
169453,1447,814,1578925993
169452,1228,690,1578925788
169451,1615,908,1578925561
169450,1623,913,1578924946
169449,1813,1020,1578924711
169448,1706,959,1578924438
169447,2756,1550,1578924112
169446,2617,1472,1578923808
169445,2510,1412,1578923673
169444,2028,1140,1578923302
169443,2741,1542,1578923174
169442,2642,1486,1578922263
169441,,1425,1578922019
169440,,1293,1578921920
169439,,1292,1578921486
169438,,1258,1578920591
169437,,1396,1578920488
169436,2112,1188,1578920106
169435,,1022,1578919400
169434,1171,658,1578919212
169433,1170,658,1578918745
169432,1275,717,1578917264
169431,1534,863,1578917219
169430,1809,1017,1578916702
169429,2932,1649,1578916595
169428,2542,1430,1578916563
169427,2212,1244,1578916402
169426,1170,658,1578915939
169425,1170,658,1578915831
169424,,658,1578910801
169423,,1244,1578910726
169422,1968,1107,1578910388
169421,,1052,1578910283
169420,1258,707,1578909952
169419,,1158,1578909788
169418,,1287,1578908742
169417,,1087,1578908713
169416,1333,750,1578908554
169415,1170,658,1578908050
169414,1367,769,1578907302
169413,,938,1578906464
169412,,890,1578906155
169411,,864,1578906045
169410,1485,835,1578905858
169409,1677,943,1578905158
169408,1883,1059,1578904774
169407,3089,1737,1578904716
169406,2949,1659,1578904374
169405,2682,1509,1578904292
169404,1877,1056,1578904118
169403,3210,1805,1578903942
169402,2952,1660,1578902816
169401,,1436,1578902748
169400,,658,1578902709
169399,1331,748,1578902250
169398,,1321,1578900490
169397,,1372,1578900465
169396,2197,1236,1578900176
169395,,987,1578900075
169394,1397,786,1578899862
169393,1609,905,1578898759
169392,,681,1578898277
169391,2253,1267,1578897972
169390,,1293,1578897447
169389,1937,1089,1578897436
169388,,727,1578896983
169387,1170,658,1578896820
169386,1170,658,1578895825
169385,1170,658,1578894784
169384,1908,1073,1578894600
169383,2532,1424,1578894536
169382,2155,1212,1578894495
169381,1746,982,1578894486
169380,1170,658,1578894409
169379,1170,658,1578893420
169378,1170,658,1578890666
169377,1496,841,1578890482
169376,1374,772,1578890347
169375,1355,762,1578890101
169374,1755,987,1578889764
169373,2049,1152,1578889460
169372,2200,1237,1578889011
169371,2416,1359,1578888894
169370,3604,2027,1578888760
169369,3348,1883,1578888660
169368,3012,1694,1578888571
169367,1825,1026,1578888307
169366,1410,793,1578888133
169365,2499,1406,1578885815
169364,2581,1452,1578885051
169363,2463,1385,1578884948
169362,1410,793,1578884893
169361,1613,907,1578884841
169360,1850,1040,1578883494
169359,2208,1242,1578883117
169358,2576,1449,1578882821
169357,3399,1912,1578882744
169356,2968,1669,1578882635
169355,3078,1731,1578882623
169354,2393,1346,1578882085
169353,2567,1444,1578881870
169352,1696,954,1578880670
169351,1678,944,1578880588
169350,1814,1020,1578879536
169349,,1587,1578879236
169348,2871,1615,1578878836
169347,2779,1563,1578878772
169346,2428,1365,1578878593
169345,2896,1629,1578878436
169344,3027,1703,1578877551
169343,2715,1527,1578877341
169342,2570,1445,1578877204
169341,2647,1489,1578876682
169340,2285,1285,1578876080
169339,,1037,1578875538
169338,1170,658,1578875200
169337,1170,658,1578874480
169336,1361,766,1578868313
169335,1464,823,1578868304
169334,1405,790,1578868125
169333,1879,1057,1578867912
169332,1917,1078,1578867632
169331,1976,1111,1578867170
169330,1544,868,1578866947
169329,1732,974,1578866782
169328,,1492,1578865938
169327,,1729,1578865857
169326,,1498,1578865833
169325,2145,1206,1578865750
169324,1170,658,1578865274
169323,1901,1069,1578864607
169322,,1313,1578863448
169321,,1332,1578863327
169320,,956,1578863166
169319,1428,803,1578862953
169318,,1287,1578862289
169317,,1561,1578861743
169316,,1366,1578861485
169315,,1073,1578861451
169314,1170,658,1578861160
169313,1883,1059,1578860340
169312,1909,1074,1578859393
169311,1933,1087,1578859256
169310,2489,1400,1578858898
169309,2565,1442,1578858799
169308,2493,1402,1578858312
169307,1798,1011,1578858014
169306,2035,1144,1578857952
169305,,1239,1578856980
169304,,1359,1578856502
169303,,1220,1578856342
169302,3283,1847,1578856082
169301,,1781,1578855696
169300,,1645,1578855582
169299,2453,1380,1578855234
169298,1870,1052,1578855143
169297,1294,728,1578853826
169296,1558,876,1578853124
169295,,1426,1578852266
169294,,1443,1578852040
169293,,1408,1578852021
169292,,1339,1578851956
169291,,1145,1578851633
169290,1651,928,1578850737
169289,1932,1086,1578850467
169288,1898,1068,1578850048
169287,1825,1027,1578849080
169286,1170,658,1578849058
169285,1227,690,1578848919
169284,1349,759,1578847534
169283,1911,1075,1578847382
169282,1742,980,1578847060
169281,2230,1254,1578847053
169280,,1727,1578846594
169279,,1664,1578846544
169278,2653,1492,1578846277
169277,1335,751,1578846103
169276,1750,984,1578845749
169275,2414,1358,1578844411
169274,,1496,1578844082
169273,,1403,1578843846
169272,,1049,1578843826
169271,,1447,1578843341
169270,,1221,1578842721
169269,,1146,1578842330
169268,,658,1578841798
169267,1192,670,1578841769
169266,2002,1126,1578840225
169265,2207,1241,1578840140
169264,2241,1261,1578840073
169263,2057,1157,1578839682
169262,2366,1331,1578839573
169261,2315,1302,1578839061
169260,1953,1098,1578838533
169259,1468,826,1578838317
169258,1172,659,1578837940
169257,,1087,1578836886
169256,,1113,1578836500
169255,,1376,1578836441
169254,,1151,1578835975
169253,2374,1335,1578835963
169252,,1318,1578835451
169251,,1109,1578835063
169250,,864,1578834511
169249,,658,1578834357
169248,1170,658,1578833338
169247,,658,1578831586
169246,1574,885,1578831263
169245,1409,792,1578831241
169244,1200,675,1578831167
169243,1170,658,1578830688
169242,1539,865,1578830313
169241,2062,1160,1578829742
169240,2404,1352,1578829547
169239,2198,1236,1578829527
169238,1859,1045,1578829356
169237,1769,995,1578828779
169236,1427,802,1578828418
169235,1749,984,1578827671
169234,1707,960,1578827128
169233,2898,1630,1578827077
169232,,1612,1578826650
169231,2438,1371,1578826518
169230,,1031,1578826357
169229,1358,763,1578826096
169228,,658,1578824788
169227,,658,1578823948
169226,,954,1578823630
169225,,1020,1578823087
169224,,943,1578822818
169223,,936,1578822761
169222,,1673,1578822314
169221,,1538,1578821940
169220,,1333,1578821922
169219,,779,1578821613
169218,1170,658,1578821362
169217,1297,729,1578819808
169216,1937,1089,1578818900
169215,2216,1246,1578818886
169214,2347,1320,1578818777
169213,2576,1449,1578818615
169212,3730,2098,1578818421
169211,3441,1935,1578818416
169210,3050,1715,1578818374
169209,,1134,1578818266
169208,,1396,1578817855
169207,,1195,1578815913
169206,2012,1132,1578815668
169205,,1282,1578815066
169204,,1177,1578814942
169203,,1119,1578814136
169202,,658,1578813845
169201,1798,1011,1578813735
169200,,1124,1578812503
169199,,1033,1578812370
169198,,892,1578812118
169197,1170,658,1578811903
169196,2109,1186,1578811136
169195,,1066,1578810680
169194,2354,1324,1578810588
169193,1672,940,1578810128
169192,1836,1033,1578810131
169191,1665,936,1578809260
169190,1716,965,1578809039
169189,1996,1122,1578808247
169188,2569,1445,1578808194
169187,2840,1597,1578807964
169186,2337,1314,1578807475
169185,,1096,1578807470
169184,1275,717,1578807137
169183,,1059,1578806106
169182,,724,1578805266
169181,,898,1578805253
169180,,658,1578804430
169179,,747,1578804334
169178,1170,658,1578803454
169177,,1005,1578803310
169176,1786,1004,1578802850
169175,,952,1578802572
169174,,658,1578802286
169173,1676,943,1578802101
169172,2157,1213,1578801236
169171,2371,1333,1578801021
169170,1962,1103,1578800978
169169,2254,1268,1578800794
169168,2669,1501,1578800204
169167,3476,1955,1578799946
169166,3136,1764,1578799836
169165,2936,1651,1578799814
169164,2222,1249,1578799298
169163,2942,1654,1578799042
169162,2604,1464,1578797859
169161,2178,1225,1578797688
169160,1170,658,1578797352
169159,1170,658,1578796888
169158,1682,946,1578795266
169157,1918,1079,1578794662
169156,1849,1040,1578794619
169155,1479,832,1578794564
169154,2897,1629,1578794503
169153,2559,1439,1578793752
169152,2101,1181,1578793623
169151,1170,658,1578793602
169150,1170,658,1578793436
169149,1699,956,1578790818
169148,1630,917,1578790655
169147,1425,801,1578790517
169146,1207,678,1578790414
169145,1274,716,1578789851
169144,1170,658,1578789077
169143,1598,899,1578788853
169142,1504,846,1578788510
169141,1760,990,1578788019
169140,1440,810,1578787786
169139,2388,1343,1578787764
169138,2372,1334,1578786972
169137,2634,1482,1578786961
169136,2067,1163,1578786867
169135,,1237,1578786452
169134,,1151,1578785739
169133,,1674,1578785660
169132,,1699,1578784975
169131,,1709,1578784921
169130,,1576,1578784857
169129,2987,1680,1578784824
169128,,1865,1578783738
169127,,1662,1578783705
169126,,1607,1578783596
169125,,1049,1578782760
169124,,1147,1578782517
169123,2505,1409,1578781493
169122,3430,1929,1578781067
169121,3153,1773,1578781010
169120,2810,1580,1578780975
169119,1225,689,1578780695
169118,1409,792,1578780240
169117,2277,1281,1578778194
169116,2626,1477,1578778021
169115,2521,1418,1578777828
169114,1935,1088,1578777811
169113,2126,1196,1578777649
169112,,1908,1578776744
169111,,1782,1578776642
169110,,1593,1578776631
169109,,705,1578776591
169108,,803,1578776470
169107,2315,1302,1578774385
169106,,1483,1578774239
169105,,1451,1578774095
169104,,1049,1578774037
169103,,702,1578773906
169102,,875,1578772894
169101,,1163,1578772239
169100,,1452,1578771730
169099,,1199,1578771682
169098,2200,1237,1578771585
169097,1406,791,1578771004
169096,1643,924,1578770637
169095,1863,1048,1578769687
169094,2972,1671,1578769598
169093,2863,1610,1578769280
169092,2729,1535,1578769154
169091,2350,1322,1578768990
169090,2596,1460,1578768719
169089,,1320,1578767681
169088,,1113,1578767497
169087,1525,857,1578767135
169086,1170,658,1578766424
169085,1170,658,1578765457
169084,,658,1578763414
169083,,658,1578763140
169082,1313,738,1578763131
169081,,1127,1578762940
169080,,1198,1578762702
169079,,1078,1578762312
169078,,1045,1578762223
169077,,1692,1578761988
169076,3038,1708,1578761352
169075,,1465,1578761310
169074,1989,1118,1578761264
169073,2947,1658,1578760883
169072,2594,1459,1578759898
169071,2103,1183,1578759573
169070,1248,702,1578759495
169069,1774,998,1578759089
169068,1662,935,1578757412
169067,1270,714,1578757395
169066,2559,1439,1578757179
169065,,1326,1578756677
169064,,1163,1578756377
169063,,658,1578756254
169062,,801,1578756202
169061,,857,1578754484
169060,,1048,1578754271
169059,,1249,1578754183
169058,,1183,1578753908
169057,,1163,1578753425
169056,,899,1578753368
169055,,870,1578752880
169054,,658,1578751938
169053,1170,658,1578751766
169052,,1043,1578750877
169051,,1231,1578750573
169050,2224,1251,1578750504
169049,1483,834,1578750358
169048,1713,963,1578750275
169047,2376,1336,1578749430
169046,2633,1481,1578749042
169045,2436,1370,1578748905
169044,2580,1451,1578748745
169043,2762,1554,1578748367
169042,3744,2106,1578747913
169041,3676,2067,1578747850
169040,3431,1929,1578747762
169039,2375,1336,1578747708
169038,3452,1941,1578747578
169037,3392,1908,1578746095
169036,3124,1757,1578745948
169035,2341,1317,1578745918
169034,2458,1382,1578745769
169033,,1170,1578744231
169032,,1039,1578743796
169031,,658,1578743306
169030,1202,676,1578742757
169029,,930,1578741711
169028,2226,1252,1578741519
169027,1913,1076,1578741147
169026,1886,1061,1578741129
169025,3113,1751,1578740817
169024,2935,1651,1578740446
169023,2499,1406,1578740155
169022,2096,1179,1578740089
169021,1654,930,1578740031
169020,1170,658,1578738259
169019,1170,658,1578737395
169018,1170,658,1578732206
169017,,658,1578731931
169016,,1051,1578731796
169015,,1342,1578731495
169014,,1240,1578731487
169013,,907,1578731191
169012,,658,1578731105
169011,,658,1578730407
169010,,806,1578729217
169009,,981,1578728861
169008,,1080,1578728820
169007,,1237,1578728466
169006,,1651,1578728208
169005,,1785,1578728147
169004,3247,1826,1578727813
169003,,1769,1578727715
169002,3156,1775,1578727623
169001,3065,1724,1578726853
169000,2766,1556,1578726532
168999,2688,1512,1578726235
168998,2656,1494,1578725498
168997,2793,1571,1578725021
168996,2981,1677,1578724687
168995,3940,2216,1578724317
168994,3764,2117,1578724267
168993,,1955,1578724256
168992,,1304,1578724124
168991,1947,1095,1578724085
168990,3257,1832,1578721448
168989,,1684,1578720786
168988,,1455,1578720649
168987,,797,1578720543
168986,,683,1578720375
168985,,1141,1578718385
168984,,1104,1578717896
168983,,1045,1578717882
168982,,854,1578717425
168981,2046,1151,1578717191
